loc;station;ech;long;lat;alt;habitat;hab_type;taxa;sex;mass
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.41
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.46
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.53
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB4;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Bembidion pyrenaeum;male;0.46
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB3;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;bembidion pyrenaeum;male;0.21
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus;female;26
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB6;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus;male;36
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus;male;31
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Brachinus;female;8.43
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB5;45.6401693491095;5.61003921649128;209;Friche humide;open;Brachinus;female;10.38
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus crepitans;male;20
Bregnier-Cordon;RMQS_2024_BREGNIER-CORDON_1477;RMQS_2024_BREGNIER-CORDON_1477_PB1;45.6401693491095;5.61003921649128;209;Friche humide;open;Brachinus crepitans;male;14.19
Le Peage-De-Roussillon;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556;RMQS_2024_LE-PEAGE-DE-ROUSILLON_1556_PB2;45.3690149100078;4.77475157668675;138;Verger;woodland;Brachinus explodens;female;7.2
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB4;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Brachinus sclopeta;male;9.1
Lagos;RMQS_2024_LAGOS_2182;RMQS_2024_LAGOS_2182_PB1;43.2099108298878;-0.231911972629328;245;Culture;open;Calathus circumseptus;female;29.8
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB1;44.3889199310117;2.32434462405189;579;Culture;open;Calathus fuscipes;female;33
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB1;44.3889199310117;2.32434462405189;579;Culture;open;Calathus fuscipes;female;37
Lagos;RMQS_2024_LAGOS_2182;RMQS_2024_LAGOS_2182_PB4;43.2099108298878;-0.231911972629328;245;Culture;open;Calathus fuscipes;female;34.83
Lagos;RMQS_2024_LAGOS_2182;RMQS_2024_LAGOS_2182_PB4;43.2099108298878;-0.231911972629328;245;Culture;open;Calathus fuscipes;female;74.62
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB6;44.3889199310117;2.32434462405189;579;Culture;open;Calathus fuscipes;male;42
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB5;44.3889199310117;2.32434462405189;579;Culture;open;Calathus fuscipes;male;40
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB5;44.3889199310117;2.32434462405189;579;Culture;open;Calathus fuscipes;male;32
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB5;44.3889199310117;2.32434462405189;579;Culture;open;Calathus fuscipes;male;52
Belcastel;RMQS_2024_BELCASTEL_1837;RMQS_2024_BELCASTEL_1837_PB5;44.3889199310117;2.32434462405189;579;Culture;open;Calathus fuscipes;male;55
Lagos;RMQS_2024_LAGOS_2182;RMQS_2024_LAGOS_2182_PB4;43.2099108298878;-0.231911972629328;245;Culture;open;Calathus fuscipes;male;36.93
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB2;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Calathus fuscipes;female;59
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB2;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Calathus fuscipes;female;121
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB2;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Calathus fuscipes;female;94
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB6;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Calathus fuscipes;male;86
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_BELCASTEL_1992_PB2;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Calathus fuscipes;male;84
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Calathus fuscipes;male;84
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Calathus fuscipes;male;35
Le Mas;RMQS_2024_LE MAS_1996;RMQS_2024_LE MAS_1996_PB3;43.8563416618755;6.90327394449335;757;Prairie;open;Calathus fuscipes;female;100.7
Le Mas;RMQS_2024_LE MAS_1996;RMQS_2024_LE MAS_1996_PB3;43.8563416618755;6.90327394449335;757;Prairie;open;Calathus fuscipes;male;57.3
Auzon;RMQS_2024_AUZON_1549;RMQS_2024_AUZON_1549_PB3;45.3911047765517;3.34517713570663;400;Prairie de fauche;open;Calathus fuscipes;female;48.17
Auzon;RMQS_2024_AUZON_1549;RMQS_2024_AUZON_1549_PB6;45.3911047765517;3.34517713570663;400;Prairie de fauche;open;Calathus fuscipes;female;52.9
Puimoisson;RMQS_2024_PUIMOISSON_1992;RMQS_2024_PUIMOISSON_1992_PB5;43.8921670756657;6.10461897406734;712;Culture de coriande;open;Calathus melanocephalus;male;2.33
Porta;RMQS_2024_PORTA_2312;RMQS_2024_PORTA_2312_PB1;42.5280876159668;1.73446702957153;2267;Pelouse alpine;open;Calathus melanocephalus;male;9.67
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB6;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;473
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;434
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;405
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;441
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;806
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;535
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;609
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;765
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;655
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;338
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;450
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;575
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;470
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;397
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;492
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;428
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;425
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;457
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;417
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;558
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;450
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;627
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;468
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;610
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;509
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;531
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;659
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;541
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;526
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;770
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;490
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;621
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;527
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;630
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;628
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;605
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;578
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;695
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;619
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;546
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;459
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;519
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;532
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;582
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB3;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;633
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB2;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;371
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB2;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;732
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB2;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;585
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB2;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;525
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;587
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;412
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;771
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;786
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;664
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;231
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;672
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;337
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;693
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;423
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;344
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;694
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;423
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;750
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;589
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;415
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB1;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;female;905
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB6;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;298
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB6;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;456
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB6;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;496
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB6;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;371
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB6;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;405
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;250
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;430
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;436
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;469
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;443
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;388
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;405
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;450
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB5;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;707
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;297
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;291
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;372
Belmont-sur-Rance;RMQS_2024_BELMONT-SUR-RANCE_2021;RMQS_2024_BELMONT-SUR-RANCE_2021_PB4;43.8125780995336;2.72179965795729;506;Chenaie;woodland;Carabus auratus;male;297
